customer_id,signup_date,region,acquisition_channel,preferred_device,sessions_last_30d,orders_last_90d,avg_order_value_usd,discount_rate,support_tickets_last_90d,return_rate,nps_score,tenure_months,gross_revenue_12m_usd,last_purchase_date,churned
100478,2024-11-15,West,Referral,Mobile,7,2,41.05,0.062,1,0.112,43.0,13,119.8,2025-10-13,0
100479,2024-07-25,East,Paid Search,Mobile,8,1,42.11,0.105,0,0.155,39.0,17,63.8,2025-12-30,0
100480,2024-09-18,East,Referral,Mobile,10,5,56.32,0.147,0,0.102,42.0,15,291.33,2025-10-23,0
100481,2025-05-13,North,Referral,Mobile,6,0,26.24,0.093,1,0.299,23.0,7,0.0,,1
100482,2025-09-22,East,Referral,Mobile,12,1,35.55,0.112,0,0.121,30.0,3,44.42,2025-09-26,1
100483,2025-04-14,South,Organic,Mobile,12,7,63.52,0.087,0,0.219,26.0,8,532.78,2025-11-28,0
100484,2025-01-10,North,Organic,Mobile,3,0,43.39,0.066,0,0.215,29.0,11,0.0,,1
100485,2025-04-22,East,Organic,Mobile,12,3,27.7,0.36,0,0.277,45.0,8,82.12,2025-09-21,0
100486,2024-02-21,East,Paid Search,Mobile,9,2,40.45,0.137,0,0.018,-13.0,22,61.9,2025-10-28,0
100487,2025-03-20,South,Paid Search,Desktop,9,3,57.31,0.225,0,0.135,42.0,9,186.1,2025-10-19,0
100488,2024-01-31,East,Social,Mobile,5,2,18.07,0.055,0,0.086,13.0,23,38.35,2025-09-23,0
100489,2025-12-02,East,Paid Search,Mobile,12,2,41.12,0.145,0,0.172,27.0,1,88.33,2025-10-25,0
100490,2025-10-12,West,Referral,Mobile,12,3,39.19,0.041,0,0.186,-4.0,2,102.45,2025-09-27,1
100491,2025-01-06,West,Email,Tablet,8,3,27.55,0.267,0,0.133,26.0,11,111.69,2025-10-21,0
100492,2024-09-30,West,Organic,Mobile,4,4,41.99,0.216,0,0.156,42.0,15,225.04,2025-12-28,0
100493,2025-06-19,South,Referral,Mobile,8,6,36.83,0.05,0,0.15,46.0,6,414.09,2025-09-08,0
100494,2025-04-11,West,Social,Tablet,14,0,41.62,0.123,0,0.015,5.0,8,0.0,,0
100495,2025-05-30,East,Paid Search,Mobile,16,2,35.5,0.143,0,0.06,45.0,7,87.67,2025-11-28,0
100496,2025-01-11,East,Organic,Tablet,7,2,30.05,0.063,0,0.088,63.0,11,94.91,2025-10-14,0
100497,2024-06-21,West,Referral,Mobile,9,3,28.95,0.133,1,0.202,18.0,18,110.48,2025-12-17,0
100498,2024-02-23,South,Email,Desktop,9,3,34.79,0.332,1,0.047,31.0,22,103.62,2025-11-27,0
100499,2024-07-26,East,Referral,Mobile,10,2,51.24,0.129,0,0.171,-17.0,17,114.08,2025-10-20,0
100500,2025-01-21,West,Email,Mobile,6,2,44.25,0.19,2,0.044,5.0,11,121.12,2025-11-20,0
100501,2024-11-05,Central,Email,Desktop,8,2,42.72,0.167,2,0.022,35.0,14,279.35,2025-09-06,0
100502,2025-01-05,Central,Paid Search,Mobile,13,1,28.67,0.15,0,0.204,59.0,12,45.45,2025-12-22,1
100503,2024-07-21,East,Social,Tablet,8,3,34.94,0.041,0,0.226,20.0,17,137.36,2025-10-07,0
100504,2025-11-16,East,Paid Search,Mobile,9,1,48.11,0.071,0,0.097,100.0,1,66.18,2025-10-19,0
100505,2024-09-25,West,Email,Desktop,14,3,55.28,0.138,1,0.112,38.0,15,222.15,2025-09-15,0
100506,2025-09-10,South,Organic,Tablet,10,3,33.25,0.109,0,0.059,3.0,3,117.25,2025-09-25,1
100507,2024-10-12,Central,Paid Search,Mobile,7,0,18.46,0.357,1,0.245,63.0,14,0.0,,0
100508,2024-11-20,East,Referral,Desktop,12,3,38.61,0.21,0,0.089,,13,129.02,2025-09-27,0
100509,2025-03-17,North,Organic,Mobile,13,1,34.86,0.068,0,0.186,43.0,9,33.03,2025-12-05,0
100510,2024-07-11,North,Referral,Desktop,9,1,37.99,0.327,0,0.023,12.0,17,47.42,2025-11-11,0
100511,2024-06-09,Central,Paid Search,Mobile,8,2,34.17,0.205,0,0.189,1.0,19,92.49,2025-10-10,1
100512,2024-10-04,North,Email,Mobile,8,1,50.65,0.029,0,0.15,59.0,15,60.43,2025-09-03,0
100513,2025-08-10,South,Email,Desktop,8,4,41.78,0.136,1,0.056,24.0,4,215.0,2025-09-19,1
100514,2024-04-15,South,Paid Search,Mobile,9,4,49.06,0.314,0,0.05,78.0,20,277.6,2025-10-15,0
100515,2024-11-15,North,Referral,Mobile,7,4,27.72,0.058,0,0.086,10.0,13,134.06,2025-12-19,0
100516,2025-05-06,South,Paid Search,Mobile,9,5,34.14,0.117,0,0.154,-4.0,7,182.99,2025-11-11,1
100517,2025-05-31,West,Social,Desktop,5,2,26.78,0.309,0,0.086,23.0,7,50.01,2025-10-14,0
100518,2024-11-13,North,Social,Mobile,11,5,34.35,0.209,0,0.04,100.0,13,186.7,2025-09-30,0
100519,2024-02-29,Central,Referral,Desktop,12,3,34.11,0.1,0,0.112,56.0,22,181.18,2025-11-29,0
100520,2024-01-12,Central,Organic,Tablet,10,1,56.12,0.082,1,0.158,44.0,23,64.85,2025-11-05,0
100521,2024-12-09,South,Organic,Mobile,10,4,40.49,0.349,0,0.04,50.0,12,194.4,2025-09-24,0
100522,2025-08-15,North,Social,Mobile,16,3,51.42,0.033,1,0.067,18.0,4,175.78,2025-09-22,0
100523,2024-01-21,West,Social,Desktop,10,3,40.87,0.268,1,0.08,99.0,23,125.34,2025-12-05,0
100524,2025-10-10,North,Paid Search,Mobile,10,3,30.89,0.124,0,0.048,46.0,2,88.94,2025-12-01,0
100525,2025-05-09,South,Organic,Mobile,12,3,26.89,0.216,0,0.121,44.0,7,95.57,2025-11-17,0
100526,2024-01-06,Central,Paid Search,Desktop,10,6,47.84,0.18,0,0.304,60.0,24,295.4,2025-10-15,0
100527,2024-09-08,Central,Referral,Mobile,6,3,65.53,0.148,1,0.325,-1.0,15,320.41,2025-10-11,0
100528,2024-06-10,West,Organic,Mobile,8,4,46.06,0.322,1,0.161,9.0,18,198.97,2025-10-01,1
100529,2025-11-24,South,Paid Search,Desktop,12,2,38.77,0.112,0,0.111,29.0,1,92.07,2025-10-26,0
100530,2025-02-09,West,Email,Mobile,10,1,39.32,0.115,2,0.214,53.0,10,45.08,2025-09-12,0
100531,2024-08-24,West,Organic,Mobile,10,4,40.68,0.089,1,0.119,,16,216.2,2025-12-17,1
100532,2024-07-22,South,Referral,Mobile,10,7,67.49,0.291,0,0.123,33.0,17,770.03,2025-10-30,0
100533,2025-02-16,West,Organic,,5,1,67.13,0.141,0,0.006,30.0,10,61.5,2025-12-04,0
100534,2024-01-04,North,Referral,Desktop,12,2,52.67,0.154,0,0.152,,24,133.52,2025-10-28,1
100535,2024-07-07,North,Referral,Mobile,11,1,43.61,0.173,1,0.048,18.0,18,34.61,2025-09-16,0
100536,2024-04-30,East,Email,Mobile,5,2,41.74,0.134,1,0.214,44.0,20,135.02,2025-09-16,0
100537,2025-03-29,North,Organic,Mobile,9,5,45.82,0.128,0,0.051,-2.0,9,266.28,2025-09-04,0
100538,2025-05-04,North,Paid Search,Mobile,8,2,36.61,0.028,1,0.072,66.0,8,62.36,2025-11-03,0
100539,2024-12-07,Central,Referral,Mobile,6,6,31.17,0.244,1,0.037,,12,155.4,2025-10-09,0
100540,2024-04-12,Central,Organic,Tablet,11,0,52.34,0.093,0,0.081,44.0,20,0.0,,0
100541,2024-09-27,East,Organic,Mobile,10,2,38.23,0.197,0,0.086,35.0,15,58.69,2025-12-30,0
100542,2025-09-08,Central,Organic,Desktop,11,2,56.24,0.124,0,0.075,8.0,3,144.19,2025-11-27,0
100543,2024-05-28,Central,Email,Mobile,10,1,59.64,0.037,0,0.15,19.0,19,66.1,2025-10-03,0
100544,2024-04-29,North,Social,Mobile,11,0,44.78,0.224,0,0.257,44.0,20,0.0,,0
100545,2024-03-22,East,Social,Mobile,9,3,40.75,0.194,0,0.127,19.0,21,120.37,2025-10-15,0
100546,2025-08-20,South,Referral,Mobile,11,3,93.75,0.1,1,0.095,35.0,4,267.34,2025-11-06,1
100547,2024-03-28,North,Paid Search,Desktop,13,3,50.43,0.164,0,0.127,13.0,21,157.82,2025-11-12,0
100548,2025-03-01,West,Paid Search,Tablet,8,1,32.79,0.396,0,0.137,46.0,10,40.73,2025-10-04,0
100549,2025-12-31,East,Paid Search,Desktop,4,0,41.89,0.053,0,0.042,48.0,1,0.0,,0
100550,2025-04-14,East,Social,Mobile,8,0,56.92,0.186,0,0.027,-6.0,8,0.0,,1
100551,2024-10-28,North,Organic,Desktop,6,2,32.16,0.066,1,0.093,32.0,14,73.91,2025-12-12,0
100552,2024-05-31,North,Email,Mobile,9,0,32.64,0.021,0,0.206,-3.0,19,0.0,,0
100553,2024-01-02,Central,Referral,Desktop,4,0,62.31,0.082,1,0.013,-16.0,24,0.0,,0
100554,2024-04-23,North,Paid Search,,12,3,38.09,0.072,0,0.044,20.0,20,121.61,2025-12-19,0
100555,2025-11-27,South,Social,Mobile,5,2,33.95,0.268,1,0.111,100.0,1,60.61,2025-10-16,0
100556,2024-04-14,South,Organic,Mobile,13,3,48.76,0.1,0,0.123,54.0,20,224.07,2025-11-26,0
100557,2024-01-15,East,Email,Mobile,7,1,31.4,0.132,0,0.031,70.0,23,30.55,2025-11-21,0
100558,2025-08-19,East,Email,Mobile,10,0,25.44,0.122,1,0.184,46.0,4,0.0,,0
100559,2024-11-01,East,Email,Desktop,10,2,30.12,0.127,0,0.034,40.0,14,72.53,2025-10-30,0
100560,2024-09-17,North,Paid Search,Desktop,8,1,56.0,0.248,0,0.014,57.0,15,56.95,2025-12-22,0
100561,2025-06-08,South,Organic,Tablet,3,2,40.86,0.051,0,0.055,19.0,6,111.7,2025-10-29,0
100562,2025-01-17,Central,Organic,Mobile,6,7,30.68,0.201,0,0.084,47.0,11,351.23,2025-10-13,0
100563,2025-10-30,West,Organic,Mobile,9,2,29.67,0.101,1,0.137,60.0,2,83.66,2025-10-20,0
100564,2024-12-07,West,Organic,Mobile,3,0,38.05,0.061,1,0.208,48.0,12,0.0,,0
100565,2025-06-05,West,Organic,Mobile,11,4,56.1,0.071,0,0.205,66.0,6,410.25,2025-10-21,0
100566,2025-10-04,West,Email,Mobile,6,1,32.8,0.25,0,0.121,40.0,2,24.62,2025-09-25,0
100567,2024-12-04,North,Organic,Mobile,11,2,33.14,0.196,0,0.113,77.0,13,58.44,2025-10-30,0
100568,2024-07-26,South,Organic,Mobile,5,2,25.87,0.178,0,0.141,30.0,17,53.99,2025-10-16,0
100569,2025-12-13,East,Referral,Mobile,7,1,36.34,0.131,0,0.101,88.0,1,61.81,2025-12-13,0
100570,2024-06-14,South,Social,Mobile,3,1,38.49,0.194,1,0.084,45.0,18,56.78,2025-09-03,0
100571,2024-01-29,Central,Referral,Desktop,8,3,82.64,0.262,0,0.005,25.0,23,183.28,2025-12-28,0
100572,2025-02-26,East,Social,Mobile,8,3,39.18,0.078,0,0.251,6.0,10,128.15,2025-09-06,0
100573,2025-12-22,West,Email,Desktop,7,6,47.28,0.094,1,0.043,10.0,1,246.27,2025-10-23,0
100574,2024-03-04,Central,Social,Mobile,16,4,46.0,0.057,0,0.13,11.0,22,223.13,2025-11-21,0
100575,2025-09-12,East,Paid Search,Desktop,8,3,55.07,0.211,0,0.079,33.0,3,239.68,2025-11-11,0
100576,2025-08-30,Central,Social,Desktop,8,3,35.58,0.083,0,0.079,3.0,4,165.36,2025-12-22,0
100577,2025-11-10,East,Paid Search,Desktop,9,1,86.34,0.13,0,0.065,67.0,1,110.14,2025-11-12,0
100578,2024-11-04,Central,Paid Search,Desktop,9,5,44.11,0.069,0,0.086,38.0,14,241.96,2025-12-23,0
100579,2024-07-05,South,Paid Search,Desktop,9,0,46.0,0.121,1,0.254,32.0,18,0.0,,0
100580,2025-01-09,East,Organic,Mobile,6,4,44.34,0.094,1,0.099,1.0,11,254.35,2025-12-15,0
100581,2024-04-14,East,Referral,Mobile,6,5,44.38,0.064,1,0.138,11.0,20,487.66,2025-12-18,1
100582,2025-09-08,North,Organic,Mobile,8,4,61.16,0.045,0,0.032,-21.0,3,223.77,2025-10-07,1
100583,2025-04-29,South,Organic,Mobile,9,3,30.6,0.069,1,0.314,,8,166.61,2025-12-10,0
100584,2024-12-19,Central,Organic,Mobile,7,3,46.37,0.064,0,0.142,0.0,12,180.68,2025-11-21,0
100585,2025-01-12,West,Referral,Mobile,6,1,45.55,0.067,0,0.143,1.0,11,68.26,2025-10-13,0
100586,2025-06-04,North,Paid Search,Mobile,7,1,54.11,0.015,0,0.099,70.0,7,70.47,2025-11-01,0
100587,2025-01-17,South,Social,Mobile,10,3,32.97,0.388,1,0.454,40.0,11,151.77,2025-10-31,0
100588,2025-09-05,North,Referral,Mobile,13,2,38.34,0.233,1,0.147,34.0,3,95.59,2025-11-08,1
100589,2025-11-06,North,Organic,Mobile,8,6,48.98,0.016,1,0.064,,1,310.56,2025-10-19,0
100590,2025-11-25,Central,Referral,Desktop,3,1,50.53,0.24,1,0.035,54.0,1,64.75,2025-10-14,0
100591,2025-03-29,East,Paid Search,Desktop,9,2,36.02,0.295,1,0.007,33.0,9,107.01,2025-12-16,0
100592,2025-06-26,South,Organic,Mobile,10,2,52.62,0.095,0,0.191,-4.0,6,127.18,2025-09-07,1
100593,2024-08-15,East,Social,Mobile,9,2,45.25,0.124,1,0.063,49.0,16,64.43,2025-09-25,0
100594,2024-01-28,North,Email,Mobile,12,7,39.47,0.443,0,0.164,,23,283.51,2025-11-11,0
100595,2024-10-19,South,Organic,Mobile,9,4,31.66,0.15,0,0.255,64.0,14,153.72,2025-11-17,0
100596,2025-09-29,West,Social,Desktop,8,2,51.04,0.256,1,0.07,-1.0,3,114.89,2025-10-05,1
100597,2024-04-07,West,Organic,Mobile,7,4,49.38,0.029,0,0.028,17.0,21,215.93,2025-10-19,0
100598,2025-02-02,Central,Social,Tablet,3,1,24.33,0.019,1,0.319,40.0,11,42.05,2025-09-26,0
100599,2024-05-20,West,Social,Mobile,10,1,44.22,0.128,0,0.093,,19,29.17,2025-11-06,1
100600,2024-11-09,East,Social,Desktop,3,1,51.24,0.09,0,0.21,-24.0,13,63.51,2025-11-09,0
100601,2024-04-14,West,Social,Mobile,5,2,20.6,0.208,0,0.069,40.0,20,49.06,2025-11-05,0
100602,2025-06-21,Central,Organic,Mobile,8,3,39.34,0.061,0,0.038,57.0,6,243.73,2025-11-26,0
100603,2025-08-15,West,Social,Desktop,12,2,55.99,0.176,0,0.148,32.0,4,130.9,2025-09-29,0
100604,2025-07-08,Central,Social,Mobile,8,4,42.5,0.175,0,0.113,49.0,5,223.04,2025-09-27,0
100605,2025-05-30,West,Social,Desktop,6,0,57.71,0.238,0,0.131,45.0,7,0.0,,0
100606,2024-06-20,Central,Organic,Mobile,8,2,33.98,0.267,1,0.055,31.0,18,78.83,2025-12-20,0
100607,2025-01-22,North,Paid Search,Mobile,13,2,30.72,0.072,0,0.044,38.0,11,116.31,2025-12-23,1
100608,2024-03-17,West,Paid Search,,3,3,25.54,0.148,0,0.288,,21,68.77,2025-11-22,0
100609,2024-09-30,East,Organic,Desktop,4,2,59.74,0.065,0,0.246,11.0,15,123.52,2025-12-19,0
100610,2025-01-04,East,Organic,Mobile,10,3,46.27,0.134,1,0.089,50.0,12,199.69,2025-10-24,0
100611,2025-05-03,West,Paid Search,Desktop,10,3,67.89,0.109,0,0.015,5.0,8,261.14,2025-09-03,0
100612,2024-03-11,Central,Referral,,3,5,37.31,0.203,0,0.031,15.0,22,201.8,2025-10-08,1
100613,2025-08-17,Central,Organic,Desktop,7,2,54.0,0.514,0,0.037,65.0,4,108.76,2025-09-11,0
100614,2024-12-01,South,Referral,Mobile,11,2,25.12,0.032,0,0.21,5.0,13,78.04,2025-12-14,0
100615,2025-10-06,West,Social,Desktop,10,2,36.13,0.275,0,0.071,29.0,2,92.16,2025-10-08,0
100616,2025-01-20,West,Referral,,9,4,52.18,0.146,0,0.078,94.0,11,207.14,2025-10-05,0
100617,2025-02-03,South,Paid Search,Mobile,9,6,44.77,0.203,0,0.084,61.0,11,331.04,2025-11-08,0
100618,2025-05-21,North,Paid Search,Mobile,14,3,65.76,0.081,0,0.04,17.0,7,236.61,2025-10-03,0
100619,2025-08-22,North,Social,Mobile,12,2,36.19,0.028,0,0.21,21.0,4,100.77,2025-12-21,1
100620,2024-04-25,West,Email,Mobile,3,0,32.53,0.086,1,0.285,26.0,20,0.0,,0
100621,2025-01-08,East,Paid Search,Desktop,6,2,35.06,0.077,1,0.197,63.0,11,63.05,2025-09-24,0
100622,2024-01-22,Central,Paid Search,Mobile,10,2,31.64,0.343,0,0.117,10.0,23,82.33,2025-11-14,0
100623,2024-12-12,East,Social,Mobile,16,3,68.65,0.193,0,0.142,8.0,12,275.31,2025-12-09,1
100624,2025-08-17,Central,Referral,Mobile,8,3,48.79,0.131,0,0.028,53.0,4,248.7,2025-12-30,0
100625,2025-09-24,East,Organic,Mobile,6,6,51.89,0.153,0,0.068,-7.0,3,265.09,2025-11-29,0
100626,2024-07-26,West,Paid Search,Mobile,4,0,39.54,0.359,0,0.05,12.0,17,0.0,,1
100627,2024-10-09,North,Paid Search,Desktop,12,1,47.56,0.185,0,0.097,33.0,14,52.49,2025-09-22,0
100628,2025-02-07,East,Email,Mobile,9,3,46.68,0.228,0,0.09,,10,145.91,2025-10-18,0
100629,2024-10-16,Central,Paid Search,Mobile,7,4,33.29,0.315,0,0.13,1.0,14,100.76,2025-12-01,0
100630,2024-05-10,Central,Paid Search,Desktop,6,1,40.93,0.264,1,0.067,39.0,20,35.58,2025-11-30,0
100631,2024-08-10,Central,Email,Mobile,9,2,31.14,0.136,0,0.02,49.0,16,79.34,2025-09-21,0
100632,2024-10-22,North,Paid Search,Mobile,13,1,36.26,0.037,1,0.083,14.0,14,39.48,2025-10-22,0
100633,2025-01-14,South,Organic,Mobile,3,2,36.6,0.08,0,0.057,77.0,11,72.35,2025-09-28,0
100634,2025-11-04,North,Organic,Tablet,10,0,33.37,0.052,0,0.078,43.0,1,0.0,,0
100635,2025-02-02,North,Organic,Desktop,7,1,50.05,0.134,0,0.144,10.0,11,107.92,2025-09-22,0
100636,2024-10-09,West,Organic,Mobile,9,1,44.44,0.264,0,0.081,76.0,14,49.72,2025-11-05,0
100637,2025-04-27,West,Paid Search,Mobile,8,2,40.2,0.101,1,0.123,17.0,8,66.61,2025-10-12,1
100638,2025-07-19,West,Referral,Mobile,13,7,34.51,0.073,0,0.058,39.0,5,324.86,2025-09-20,0
100639,2024-11-10,Central,Referral,Desktop,7,2,47.07,0.175,0,0.016,23.0,13,65.58,2025-11-19,0
100640,2024-12-23,West,Organic,Mobile,9,1,35.63,0.16,1,0.068,46.0,12,30.0,2025-09-28,1
100641,2024-06-08,Central,Social,Desktop,10,1,42.38,0.094,0,0.027,23.0,19,56.8,2025-10-14,0
100642,2025-09-24,North,Organic,Desktop,11,1,62.83,0.326,0,0.04,24.0,3,49.23,2025-11-02,0
100643,2025-09-25,South,Email,Mobile,11,1,25.67,0.3,0,0.061,31.0,3,26.68,2025-09-23,0
100644,2024-05-07,West,Organic,Desktop,11,1,87.33,0.146,0,0.148,22.0,20,71.48,2025-11-09,0
100645,2024-09-09,Central,Social,Tablet,12,1,37.26,0.152,1,0.188,57.0,15,44.72,2025-10-03,0
100646,2024-07-17,North,Paid Search,Mobile,10,2,46.12,0.136,0,0.254,4.0,17,145.41,2025-12-22,1
100647,2025-11-05,East,Social,Desktop,8,3,34.57,0.154,0,0.035,34.0,1,105.22,2025-09-19,0
100648,2024-02-17,West,Paid Search,Desktop,14,5,67.39,0.143,1,0.037,33.0,22,398.25,2025-09-07,0
100649,2024-05-31,North,Referral,Mobile,13,0,40.83,0.053,0,0.154,32.0,19,0.0,,0
100650,2024-08-18,East,Organic,Desktop,11,4,39.4,0.13,0,0.123,59.0,16,156.06,2025-09-21,0
100651,2025-02-13,Central,Email,Mobile,13,2,32.01,0.222,0,0.101,-3.0,10,59.96,2025-10-10,0
100652,2024-07-01,West,Paid Search,Desktop,11,2,45.4,0.063,0,0.08,49.0,18,135.09,2025-10-04,0
100653,2025-01-27,South,Referral,Desktop,4,2,49.81,0.028,0,0.197,4.0,11,86.6,2025-09-11,0
100654,2025-06-30,Central,Referral,Mobile,16,4,41.43,0.134,0,0.068,22.0,6,181.74,2025-10-05,0
100655,2025-08-28,South,Email,Mobile,9,0,36.06,0.027,0,0.121,1.0,4,0.0,,0
100656,2024-03-13,Central,Organic,Mobile,14,0,30.51,0.186,0,0.059,27.0,21,0.0,,0
100657,2024-04-11,South,Organic,Mobile,6,6,29.11,0.145,0,0.073,21.0,20,231.37,2025-09-06,0
100658,2024-03-10,East,Organic,Mobile,8,3,33.4,0.144,0,0.19,76.0,22,116.81,2025-12-15,0
100659,2025-10-27,South,Organic,Mobile,10,3,41.07,0.132,0,0.145,41.0,2,127.41,2025-09-13,0
100660,2025-04-21,South,Social,Mobile,10,2,42.15,0.014,0,0.078,46.0,8,132.16,2025-09-10,0
100661,2025-01-23,Central,Email,Mobile,11,0,47.02,0.143,1,0.127,3.0,11,0.0,,1
100662,2025-08-01,North,Email,Mobile,8,3,40.28,0.055,0,0.118,54.0,5,119.74,2025-09-26,0
100663,2025-03-04,North,Paid Search,Desktop,11,0,52.98,0.152,0,0.047,76.0,10,0.0,,0
100664,2024-06-21,South,Social,Mobile,10,2,33.4,0.152,0,0.078,57.0,18,86.52,2025-11-15,0
100665,2025-01-07,West,Referral,Mobile,8,4,26.71,0.118,0,0.022,2.0,11,141.35,2025-11-01,0
100666,2025-05-29,Central,Email,Mobile,10,1,35.41,0.116,0,0.066,23.0,7,49.32,2025-11-10,0
100667,2024-01-27,Central,Organic,Mobile,7,3,33.53,0.19,0,0.042,38.0,23,114.59,2025-09-25,0
100668,2025-03-19,South,Paid Search,Desktop,9,1,32.19,0.266,0,0.158,21.0,9,25.47,2025-11-12,1
100669,2024-12-29,East,Referral,Mobile,9,3,34.36,0.205,0,0.078,98.0,12,127.36,2025-12-16,0
100670,2024-02-20,North,Paid Search,Mobile,12,1,42.68,0.175,0,0.268,23.0,22,49.85,2025-11-14,0
100671,2024-07-11,East,Paid Search,Tablet,10,3,30.0,0.038,0,0.203,34.0,17,89.53,2025-10-29,0
100672,2024-11-23,Central,Email,Desktop,9,3,35.69,0.109,0,0.058,20.0,13,98.07,2025-11-07,0
100673,2024-09-07,West,Email,Desktop,12,3,74.03,0.221,0,0.168,41.0,16,253.17,2025-11-01,1
100674,2024-07-31,East,Email,Desktop,8,1,28.37,0.067,0,0.15,70.0,17,98.64,2025-09-04,0
100675,2025-04-19,South,Referral,Desktop,6,2,42.09,0.108,0,0.102,38.0,8,97.68,2025-11-14,0
100676,2024-10-22,Central,Organic,Mobile,13,5,26.86,0.299,0,0.161,30.0,14,140.71,2025-09-24,0
100677,2024-12-29,East,Paid Search,Mobile,12,2,31.71,0.143,0,0.047,8.0,12,73.1,2025-09-03,0
100678,2025-08-06,North,Social,Mobile,16,1,36.62,0.354,0,0.061,65.0,4,44.34,2025-09-23,0
100679,2024-03-09,South,Social,Mobile,15,3,26.56,0.375,1,0.064,27.0,22,101.06,2025-10-28,0
100680,2024-09-20,North,Paid Search,Mobile,13,4,48.26,0.224,1,0.035,26.0,15,186.12,2025-09-04,0
100681,2024-02-23,North,Social,Mobile,6,2,56.5,0.063,0,0.035,-23.0,22,171.68,2025-11-12,1
100682,2025-11-08,North,Paid Search,Desktop,14,2,60.23,0.302,0,0.04,32.0,1,127.48,2025-11-28,0
100683,2024-05-15,East,Referral,Desktop,16,4,62.14,0.047,0,0.042,25.0,19,473.66,2025-09-20,0
100684,2025-08-22,West,Paid Search,Desktop,11,3,33.26,0.365,0,0.03,-11.0,4,93.98,2025-09-12,1
100685,2024-05-19,South,Paid Search,Mobile,17,3,34.74,0.239,1,0.036,55.0,19,79.79,2025-12-15,0
100686,2024-08-24,East,Organic,Mobile,8,0,43.31,0.24,0,0.069,22.0,16,0.0,,0
100687,2025-03-20,Central,Organic,Mobile,7,2,47.53,0.104,0,0.031,82.0,9,127.36,2025-11-27,0
100688,2025-08-30,West,Referral,Mobile,10,4,71.08,0.103,0,0.044,70.0,4,462.54,2025-09-24,0
100689,2024-05-09,East,Paid Search,Desktop,14,3,61.13,0.164,0,0.189,17.0,20,233.46,2025-11-28,0
100690,2024-06-04,South,Organic,Desktop,6,1,53.73,0.084,0,0.1,,19,116.99,2025-10-13,0
100691,2025-10-06,Central,Referral,Desktop,10,1,95.55,0.163,0,0.092,75.0,2,107.41,2025-09-10,0
100692,2024-08-23,South,Social,Desktop,8,3,41.65,0.198,0,0.045,21.0,16,188.82,2025-09-13,0
100693,2024-06-02,South,Organic,Tablet,9,1,35.05,0.424,1,0.089,5.0,19,32.71,2025-09-17,0
100694,2025-06-27,Central,Paid Search,Mobile,12,3,40.31,0.237,0,0.296,-19.0,6,156.74,2025-10-29,0
100695,2024-03-07,East,Organic,Mobile,5,1,29.41,0.17,0,0.031,45.0,22,40.97,2025-10-20,0
100696,2025-09-25,West,Social,Mobile,6,2,40.57,0.093,0,0.235,11.0,3,120.83,2025-10-05,0
100697,2025-10-02,East,Organic,Mobile,7,4,23.43,0.306,0,0.076,,3,127.0,2025-11-23,0
100698,2025-09-18,West,Organic,Mobile,8,3,35.38,0.142,0,0.158,21.0,3,56.15,2025-11-01,1
100699,2024-08-03,South,Organic,Mobile,10,0,34.95,0.315,0,0.187,16.0,17,0.0,,1
100700,2024-03-24,South,Social,Tablet,8,1,48.09,0.2,0,0.204,21.0,21,48.42,2025-09-26,1
100701,2024-11-06,South,Organic,Mobile,6,2,49.27,0.094,0,0.166,3.0,14,108.4,2025-10-24,0
100702,2024-09-01,North,Referral,Tablet,5,1,33.99,0.078,0,0.054,21.0,16,38.51,2025-11-08,0
100703,2025-12-02,Central,Organic,Desktop,8,1,77.11,0.279,0,0.102,17.0,1,111.04,2025-10-28,0
100704,2025-04-06,South,Social,Desktop,8,3,42.27,0.102,0,0.04,35.0,8,160.77,2025-12-11,0
100705,2025-11-21,East,Paid Search,Desktop,7,1,48.47,0.171,0,0.099,38.0,1,50.17,2025-12-01,1
100706,2025-07-02,West,Paid Search,Mobile,10,4,26.87,0.056,0,0.204,8.0,6,91.26,2025-09-26,0
100707,2025-06-06,West,Organic,Desktop,11,2,39.95,0.206,0,0.219,63.0,6,135.97,2025-12-16,0
100708,2024-03-22,East,Referral,Mobile,8,0,54.04,0.097,0,0.09,31.0,21,0.0,,0
100709,2024-02-20,East,Email,Desktop,5,2,46.6,0.134,0,0.334,73.0,22,107.47,2025-09-14,0
100710,2024-02-03,Central,Organic,Mobile,6,1,38.38,0.169,0,0.197,41.0,23,77.04,2025-10-10,0
100711,2025-03-09,West,Organic,Mobile,5,2,43.74,0.29,0,0.035,37.0,9,84.13,2025-10-16,0
100712,2024-05-27,Central,Email,Desktop,10,2,29.07,0.095,1,0.038,18.0,19,65.58,2025-10-06,0
100713,2025-12-24,Central,Social,Desktop,15,3,40.71,0.075,0,0.22,50.0,1,157.51,2025-12-14,0
100714,2024-04-06,West,Organic,Mobile,7,4,60.88,0.141,0,0.023,36.0,21,193.7,2025-12-15,0
100715,2025-11-23,North,Organic,Desktop,7,2,62.63,0.078,0,0.127,56.0,1,99.02,2025-09-04,0
100716,2025-05-03,East,Social,Mobile,9,4,35.59,0.255,0,0.133,75.0,8,143.66,2025-11-10,0
100717,2024-03-18,North,Referral,Desktop,6,0,75.87,0.037,0,0.031,17.0,21,0.0,,0
100718,2024-02-12,West,Social,Mobile,8,4,27.98,0.16,0,0.413,,22,136.57,2025-12-12,0
